2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<=50K,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
age,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
workclass,8,Private,Self-emp-not-inc,Self-emp-inc,Federal-gov,Local-gov,State-gov,Without-pay,Never-worked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fnlwgt,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
education,16,Bachelors,Some-college,11th,HS-grad,Prof-school,Assoc-acdm,Assoc-voc,9th,7th-8th,12th,Masters,1st-4th,10th,Doctorate,5th-6th,Preschool,,,,,,,,,,,,,,,,,,,,,,,,,
61,Private,199198,7th-8th,4,Widowed,Other-service,Not-in-family,Black,Female,0,0,21,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Private,117802,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,65,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Private,26698,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Private,133449,9th,5,Never-married,Other-service,Own-child,Black,Male,0,0,26,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Local-gov,181721,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Federal-gov,201435,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Private,71772,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Private,188436,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,48,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Private,262642,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,?,148769,HS-grad,9,Never-married,?,Own-child,Black,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Private,197418,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,48,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Private,173807,11th,7,Never-married,Craft-repair,Own-child,White,Female,0,0,15,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Private,270968,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Private,176904,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Private,105138,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,State-gov,210830,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,30,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,?,37672,HS-grad,9,Divorced,?,Not-in-family,White,Female,0,0,15,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Private,145441,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Private,462294,Assoc-acdm,12,Never-married,Other-service,Own-child,Black,Male,0,0,44,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Private,172186,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Private,311497,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Private,71898,Preschool,1,Never-married,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,0,0,48,Philippines,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Self-emp-not-inc,357612,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,?,33339,Some-college,10,Never-married,?,Own-child,White,Male,0,0,20,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Private,148549,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,27828,0,56,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Private,170070,12th,8,Never-married,Other-service,Not-in-family,White,Female,0,0,38,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Private,133833,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Private,70466,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Private,182140,HS-grad,9,Separated,Transport-moving,Unmarried,Black,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Private,194630,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,35,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Self-emp-not-inc,322238,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Private,283757,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Local-gov,169104,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Private,420277,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,?,34321,Some-college,10,Never-married,?,Own-child,White,Female,0,0,30,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Private,38573,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Private,213615,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Private,162322,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Private,145762,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Private,19302,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Private,431245,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Self-emp-inc,59145,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,60,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Private,118793,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Private,266529,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,State-gov,153451,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,1887,40,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Self-emp-not-inc,383384,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Private,163948,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Private,219266,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Private,189762,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,0,0,56,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,State-gov,355700,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Private,144593,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,?,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Self-emp-not-inc,164593,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,4787,0,40,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Private,120914,10th,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Private,252518,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Federal-gov,89083,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Private,89508,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Federal-gov,28291,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Private,215990,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Federal-gov,72887,Bachelors,13,Married-spouse-absent,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Private,172496,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Private,245948,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Female,2174,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Private,151888,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Private,284129,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Private,165922,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,?,64448,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Private,240172,Bachelors,13,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Private,178478,Bachelors,13,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Private,175669,11th,7,Married-civ-spouse,Prof-specialty,Wife,White,Female,5178,0,36,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Private,170866,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Private,70055,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Private,180142,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Self-emp-not-inc,43712,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,45,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Private,179666,12th,8,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Private,185057,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,?,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Private,106498,10th,6,Widowed,Transport-moving,Not-in-family,Black,Female,0,0,35,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Private,372692,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Self-emp-not-inc,30759,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Private,319889,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Private,114008,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Private,174789,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Private,22641,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,45,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Private,78928,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,3137,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Private,247880,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Private,256636,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Private,92775,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Private,247880,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Private,213179,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Private,188038,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Private,168203,7th-8th,4,Never-married,Farming-fishing,Other-relative,Other,Male,0,0,40,Mexico,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Private,184687,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Female,0,0,30,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Private,192614,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,56,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Private,223851,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,24,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Local-gov,193012,Masters,14,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,50,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,State-gov,202682,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Private,362835,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,State-gov,101475,Assoc-acdm,12,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Private,182926,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Private,183765,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,?,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Private,307468,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Federal-gov,98980,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Local-gov,387844,12th,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Private,132572,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Private,202053,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,32,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Private,223400,Assoc-acdm,12,Married-civ-spouse,Priv-house-serv,Other-relative,White,Female,0,0,35,Poland,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Private,287701,Assoc-acdm,12,Divorced,Craft-repair,Unmarried,White,Male,0,0,45,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Private,187294,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Private,806552,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Private,69867,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,50,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Self-emp-not-inc,201908,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Local-gov,313852,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,25,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Self-emp-inc,196123,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Private,247082,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Self-emp-not-inc,331474,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Private,206600,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,0,0,40,Mexico,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Private,128065,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Private,154604,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Private,27920,11th,7,Never-married,Exec-managerial,Own-child,White,Female,0,0,25,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Self-emp-inc,135643,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,50,South,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Private,156403,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Private,219122,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,State-gov,124020,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Private,245029,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Local-gov,141944,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Private,152452,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,State-gov,104280,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Private,119098,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Private,223934,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Private,143152,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,3908,0,27,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Private,49737,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Private,157932,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,?,46400,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,32,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Private,63021,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Private,179569,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Private,183594,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Private,160445,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Private,169605,10th,6,Separated,Other-service,Unmarried,White,Female,0,0,36,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Self-emp-not-inc,146161,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Private,243776,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Private,158827,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Private,179671,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Private,310255,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Self-emp-not-inc,190514,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Private,37289,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,55,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Self-emp-not-inc,366089,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Private,173255,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,1055,0,25,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Private,183092,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Federal-gov,196912,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Local-gov,190660,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Self-emp-not-inc,35295,HS-grad,9,Never-married,Farming-fishing,Unmarried,White,Male,0,0,45,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Private,197240,12th,8,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Private,97261,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Self-emp-not-inc,336007,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Private,293512,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Private,300275,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,48,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Local-gov,197288,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Self-emp-not-inc,89942,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,3674,0,45,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Private,187830,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Private,142506,Bachelors,13,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,35,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Private,383603,10th,6,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Private,175232,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
